C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\center_2019_03_14_19_23_09_452.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\left_2019_03_14_19_23_09_452.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\right_2019_03_14_19_23_09_452.jpg,0,0,0,2.184346E-05
C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\center_2019_03_14_19_23_09_551.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\left_2019_03_14_19_23_09_551.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\right_2019_03_14_19_23_09_551.jpg,0,0,0,2.193004E-05
C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\center_2019_03_14_19_23_09_644.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\left_2019_03_14_19_23_09_644.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\right_2019_03_14_19_23_09_644.jpg,0,0,0,2.444995E-05
C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\center_2019_03_14_19_23_09_736.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\left_2019_03_14_19_23_09_736.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\right_2019_03_14_19_23_09_736.jpg,0,0,0,2.646591E-05
C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\center_2019_03_14_19_23_09_830.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\left_2019_03_14_19_23_09_830.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\right_2019_03_14_19_23_09_830.jpg,0,0,0,2.215515E-05
C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\center_2019_03_14_19_23_09_928.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\left_2019_03_14_19_23_09_928.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\right_2019_03_14_19_23_09_928.jpg,0,0,0,2.226007E-05
C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\center_2019_03_14_19_23_10_014.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\left_2019_03_14_19_23_10_014.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\right_2019_03_14_19_23_10_014.jpg,0,0,0,2.234795E-05
C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\center_2019_03_14_19_23_10_106.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\left_2019_03_14_19_23_10_106.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\right_2019_03_14_19_23_10_106.jpg,0,0,0,2.284904E-05
C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\center_2019_03_14_19_23_10_205.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\left_2019_03_14_19_23_10_205.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\right_2019_03_14_19_23_10_205.jpg,0,0,0,2.469319E-05
C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\center_2019_03_14_19_23_10_301.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\left_2019_03_14_19_23_10_301.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\right_2019_03_14_19_23_10_301.jpg,0,0,0,2.342678E-05
C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\center_2019_03_14_19_23_10_407.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\left_2019_03_14_19_23_10_407.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\right_2019_03_14_19_23_10_407.jpg,0,0,0,2.217004E-05
C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\center_2019_03_14_19_23_10_510.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\left_2019_03_14_19_23_10_510.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\right_2019_03_14_19_23_10_510.jpg,0,0,0,2.268322E-05
C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\center_2019_03_14_19_23_10_605.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\left_2019_03_14_19_23_10_605.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\right_2019_03_14_19_23_10_605.jpg,0,0,0,2.577438E-05
C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\center_2019_03_14_19_23_10_701.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\left_2019_03_14_19_23_10_701.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\right_2019_03_14_19_23_10_701.jpg,0,0,0,2.405876E-05
C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\center_2019_03_14_19_23_10_799.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\left_2019_03_14_19_23_10_799.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\right_2019_03_14_19_23_10_799.jpg,0,0,0,2.441392E-05
C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\center_2019_03_14_19_23_10_893.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\left_2019_03_14_19_23_10_893.jpg,C:\Users\Adel\Desktop\SIMULATOR\IMG\IMG\right_2019_03_14_19_23_10_893.jpg,0,0,0,2.284238E-05
